,name,selling_price,km_driven,fuel,seller_type,transmission,owner,age,company
3594,Mahindra Scorpio VLX 2WD AIRBAG BSIV,600000,100000,Diesel,Individual,Manual,Second Owner,8,Mahindra
3595,Mahindra Scorpio VLX 2WD AT BSIV,275000,155000,Diesel,Individual,Automatic,Third Owner,13,Mahindra
3596,Land Rover Range Rover Evoque 2.2L Dynamic,2349000,149000,Diesel,Individual,Automatic,Second Owner,10,Land
3597,Hyundai i20 1.4 Sportz,740000,60000,Diesel,Individual,Manual,First Owner,5,Hyundai
3598,Maruti Baleno Alpha 1.3,800000,90000,Diesel,Individual,Manual,First Owner,5,Maruti
3599,Hyundai Verna CRDi 1.6 SX Option,1100000,100000,Diesel,Individual,Manual,First Owner,3,Hyundai
3600,BMW X1 sDrive20d,750000,100000,Diesel,Individual,Automatic,Second Owner,10,BMW
3601,Maruti Alto K10 2010-2014 VXI,200000,90000,Petrol,Individual,Manual,Second Owner,10,Maruti
3602,Tata Spacio SA 6 Seater,210000,75000,Diesel,Individual,Manual,First Owner,13,Tata
3603,Maruti Swift VDI BSIV,270000,120000,Diesel,Individual,Manual,Second Owner,13,Maruti
3604,Toyota Etios 1.4 VXD,630000,90000,Diesel,Individual,Manual,Second Owner,6,Toyota
3605,Hyundai Xcent 1.2 Kappa S,375000,55000,Petrol,Individual,Manual,First Owner,7,Hyundai
3606,Mahindra Xylo D2,300000,70000,Diesel,Individual,Manual,First Owner,12,Mahindra
3607,Mahindra Bolero Power Plus SLX,580000,95000,Diesel,Individual,Manual,Second Owner,6,Mahindra
3608,Hyundai Verna 1.4 CRDi,550000,50000,Diesel,Individual,Manual,First Owner,8,Hyundai
3609,Maruti Ciaz ZDi Plus SHVS,750000,50000,Diesel,Individual,Manual,First Owner,6,Maruti
3610,Maruti Omni E MPI STD BS IV,250000,60516,Petrol,Individual,Manual,First Owner,8,Maruti
3611,Hyundai Verna 1.6 SX,434999,235000,Diesel,Individual,Manual,Second Owner,10,Hyundai
3612,Mercedes-Benz E-Class 280 CDI,900000,76731,Diesel,Dealer,Automatic,First Owner,15,Mercedes
3613,Maruti Swift ZDI,685000,64000,Diesel,Dealer,Manual,First Owner,6,Maruti
3614,Maruti Swift VDI BSIV,540000,65000,Diesel,Dealer,Manual,First Owner,8,Maruti
3615,Honda City i-VTEC CVT ZX,1165000,13000,Petrol,Dealer,Automatic,Test Drive Car,4,Honda
3616,Ford Ecosport 1.5 DV5 MT Titanium Optional,610000,77000,Diesel,Dealer,Manual,First Owner,8,Ford
3617,Hyundai EON Era,254999,24000,Petrol,Dealer,Manual,First Owner,11,Hyundai
3618,Nissan Micra Active XV,280000,63840,Petrol,Dealer,Manual,First Owner,8,Nissan
3619,Tata Tiago 1.2 Revotron XT,370000,25000,Petrol,Individual,Manual,First Owner,5,Tata
3620,Tata New Safari DICOR 2.2 EX 4x2,459999,76400,Diesel,Individual,Manual,Second Owner,11,Tata
3621,Maruti Zen LX,42000,70000,Petrol,Individual,Manual,Third Owner,24,Maruti
3622,Maruti Zen LX,42000,70000,Petrol,Individual,Manual,Third Owner,24,Maruti
3623,Fiat Linea Active (Diesel),190000,80000,Diesel,Individual,Manual,Third Owner,11,Fiat
3624,Fiat Punto 1.4 Emotion,165000,100000,Petrol,Individual,Manual,Fourth & Above Owner,12,Fiat
3625,Ford EcoSport 1.5 Diesel Trend Plus BSIV,710000,40000,Diesel,Individual,Manual,First Owner,5,Ford
3626,Hyundai Creta 1.6 SX Option,1200000,15000,Petrol,Individual,Manual,First Owner,4,Hyundai
3627,Maruti Zen Estilo LXI BS IV,229999,70000,Petrol,Individual,Manual,First Owner,11,Maruti
3628,Renault KWID RXT,310000,15000,Petrol,Individual,Manual,First Owner,4,Renault
3629,Maruti Wagon R VXI BS IV,320000,40000,Petrol,Individual,Manual,First Owner,7,Maruti
3630,Maruti 800 AC,100000,54000,Petrol,Individual,Manual,First Owner,16,Maruti
3631,Hyundai Verna CRDi,160000,90000,Diesel,Individual,Manual,First Owner,13,Hyundai
3632,Maruti 800 AC BSIII,60000,52000,Petrol,Individual,Manual,First Owner,15,Maruti
3633,Tata Indigo LS,100000,200000,Diesel,Individual,Manual,Third Owner,10,Tata
3634,Chevrolet Beat Diesel LT,350000,35000,Diesel,Individual,Manual,Second Owner,6,Chevrolet
3635,Renault Duster 110PS Diesel RxZ AWD,700000,60000,Diesel,Individual,Manual,First Owner,5,Renault
3636,Maruti Alto K10 VXI,300000,31489,Petrol,Individual,Manual,First Owner,5,Maruti
3637,Hyundai i20 1.4 Asta Option,830000,40000,Diesel,Individual,Manual,First Owner,4,Hyundai
3638,Mahindra Quanto C6,220000,110000,Diesel,Individual,Manual,First Owner,9,Mahindra
3639,Tata Indigo LX Dicor,130000,50000,Diesel,Individual,Manual,First Owner,13,Tata
3640,Hyundai i20 1.2 Magna,330000,44000,Petrol,Individual,Manual,First Owner,10,Hyundai
3641,Honda City 1.5 S MT,254999,90000,Petrol,Individual,Manual,Second Owner,12,Honda
3642,Hyundai Verna 1.6 SX VTVT (O),600000,50000,Petrol,Individual,Manual,Second Owner,8,Hyundai
3643,Hyundai i10 Magna,210000,50000,Petrol,Individual,Manual,First Owner,10,Hyundai
3644,Maruti Zen Estilo 1.1 LXI BSIII,120000,81366,Petrol,Individual,Manual,First Owner,15,Maruti
3645,Maruti Esteem Vxi - BSIII,95000,110000,Petrol,Individual,Manual,First Owner,16,Maruti
3646,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,229999,300000,Diesel,Individual,Manual,First Owner,16,Toyota
3647,Hyundai Verna Transform VTVT,229999,70000,Petrol,Individual,Manual,First Owner,12,Hyundai
3648,Hyundai i20 Magna Optional 1.4 CRDi,400000,100000,Diesel,Individual,Manual,First Owner,9,Hyundai
3649,Maruti Gypsy King Hard Top Ambulance BSIV,300000,70000,Petrol,Individual,Manual,Second Owner,17,Maruti
3650,Ford Figo Diesel Celebration Edition,300000,50000,Diesel,Individual,Manual,First Owner,9,Ford
3651,Ford Fiesta 1.4 SXi TDCi,80000,180000,Diesel,Individual,Manual,Second Owner,13,Ford
3652,Maruti 800 AC,80000,50000,Petrol,Individual,Manual,Second Owner,14,Maruti
3653,Maruti Esteem Vxi,100000,90000,Petrol,Individual,Manual,Second Owner,15,Maruti
3654,Tata Indica Vista Quadrajet LS,300000,110000,Diesel,Individual,Manual,First Owner,10,Tata
3655,Maruti Baleno Zeta Automatic,700000,26000,Petrol,Individual,Automatic,First Owner,4,Maruti
3656,Maruti Vitara Brezza ZDi Plus,975000,65000,Diesel,Individual,Manual,First Owner,6,Maruti
3657,Chevrolet Captiva LT,500000,130000,Diesel,Individual,Manual,First Owner,13,Chevrolet
3658,Renault Duster 85PS Diesel RxL Optional,550000,75000,Diesel,Individual,Manual,Second Owner,9,Renault
3659,Nissan Terrano XV Premium 110 PS,550000,110000,Diesel,Individual,Manual,Second Owner,8,Nissan
3660,Maruti Alto K10 2010-2014 VXI,240000,50000,Petrol,Individual,Manual,First Owner,8,Maruti
3661,Maruti 800 Std,50000,80000,Petrol,Individual,Manual,Second Owner,25,Maruti
3662,Tata Indica Vista Aura 1.2 Safire,120000,80000,Petrol,Individual,Manual,Second Owner,13,Tata
3663,Maruti Alto 800 LXI,900000,60000,Petrol,Individual,Manual,Second Owner,9,Maruti
3664,Honda City 1.5 V MT,250000,90000,Petrol,Individual,Manual,Second Owner,13,Honda
3665,Renault KWID 1.0 RXT Optional,280000,36000,Petrol,Individual,Manual,First Owner,5,Renault
3666,Tata Indica Vista Terra Quadrajet 1.3L BS IV,85000,87000,Diesel,Individual,Manual,First Owner,12,Tata
3667,Tata Indica Vista Terra 1.4 TDI,90000,80000,Diesel,Individual,Manual,First Owner,11,Tata
3668,Chevrolet Enjoy TCDi LT 8 Seater,500000,50000,Diesel,Individual,Manual,First Owner,7,Chevrolet
3669,Maruti 800 Std,200000,60000,Petrol,Individual,Manual,First Owner,9,Maruti
3670,Renault KWID RXT,250000,50000,Petrol,Individual,Manual,First Owner,7,Renault
3671,Maruti Swift Dzire VDI,185000,40000,Diesel,Individual,Manual,Third Owner,8,Maruti
3672,Hyundai i10 Magna 1.1,100000,60000,Petrol,Individual,Manual,Second Owner,14,Hyundai
3673,Toyota Etios VXD,610000,55000,Diesel,Individual,Manual,First Owner,7,Toyota
3674,Mahindra Quanto C8,290000,80000,Diesel,Individual,Manual,First Owner,10,Mahindra
3675,Mahindra Xylo E9,300000,295000,Diesel,Individual,Manual,First Owner,10,Mahindra
3676,Hyundai EON Era Plus,225000,80000,Petrol,Individual,Manual,First Owner,7,Hyundai
3677,Maruti Alto K10 VXI,320000,50000,Petrol,Individual,Manual,Second Owner,5,Maruti
3678,Tata Indigo CR4,135000,158000,Diesel,Individual,Manual,Third Owner,10,Tata
3679,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,400000,400000,Diesel,Individual,Manual,Third Owner,16,Toyota
3680,Maruti Wagon R VXI BS IV,400000,25000,Petrol,Individual,Manual,First Owner,6,Maruti
3681,Hyundai i20 Active 1.2 S,570000,35000,Petrol,Individual,Manual,First Owner,5,Hyundai
3682,Maruti Ignis 1.2 Zeta BSIV,500000,12000,Petrol,Individual,Manual,First Owner,4,Maruti
3683,Maruti Omni MPI STD BSIV,130000,70000,Petrol,Individual,Manual,First Owner,7,Maruti
3684,Tata Tiago 1.2 Revotron XZ,360000,4000,Petrol,Individual,Manual,First Owner,4,Tata
3685,Ford Figo Aspire 1.2 Ti-VCT Trend,530000,10832,Petrol,Dealer,Manual,First Owner,5,Ford
3686,Hyundai i10 Era,250000,50000,Petrol,Individual,Manual,First Owner,13,Hyundai
3687,Nissan Sunny XL,600000,19495,Petrol,Dealer,Manual,First Owner,6,Nissan
3688,Renault Duster 85PS Diesel RxL Plus,570000,62668,Diesel,Dealer,Manual,First Owner,9,Renault
3689,Mahindra XUV500 W6 2WD,850000,85710,Diesel,Dealer,Manual,First Owner,9,Mahindra
3690,Ford Figo Diesel EXI,250000,55130,Diesel,Dealer,Manual,Second Owner,11,Ford
3691,Ford Ecosport 1.5 DV5 MT Titanium,580000,63356,Diesel,Dealer,Manual,Second Owner,8,Ford
3692,Toyota Fortuner 3.0 Diesel,1680000,129627,Diesel,Dealer,Manual,First Owner,10,Toyota
3693,Chevrolet Spark 1.0 LT,180000,15000,Petrol,Individual,Manual,First Owner,12,Chevrolet
3694,Tata Tiago 1.2 Revotron XE,300000,50000,Petrol,Individual,Manual,First Owner,5,Tata
3695,Toyota Etios Liva VX,269000,70000,Petrol,Individual,Manual,Second Owner,10,Toyota
3696,Maruti Alto K10 VXI,231999,20000,Petrol,Individual,Manual,First Owner,4,Maruti
3697,Chevrolet Beat LS,150000,60000,Petrol,Individual,Manual,Third Owner,11,Chevrolet
3698,Hyundai Grand i10 Asta Option,495000,5000,Petrol,Individual,Manual,First Owner,5,Hyundai
3699,Maruti Ciaz VXi,700000,15000,Petrol,Individual,Manual,First Owner,8,Maruti
3700,Datsun GO Plus T BSIV,400000,4400,Petrol,Individual,Manual,Second Owner,4,Datsun
3701,Mahindra Xylo H4,599000,15000,Diesel,Individual,Manual,Third Owner,3,Mahindra
3702,Renault Duster 85PS Diesel RxL Optional,421000,45000,Diesel,Individual,Manual,First Owner,9,Renault
3703,Ford EcoSport 1.5 Diesel Trend BSIV,841000,1000,Diesel,Individual,Manual,First Owner,4,Ford
3704,Hyundai i10 Magna 1.1L,295000,38500,Petrol,Individual,Manual,First Owner,8,Hyundai
3705,Hyundai i10 Sportz,220000,25000,Petrol,Individual,Manual,First Owner,11,Hyundai
3706,Ford Classic 1.4 Duratorq LXI,250000,35000,Diesel,Individual,Manual,First Owner,9,Ford
3707,Toyota Fortuner 3.0 Diesel,1100000,110000,Diesel,Individual,Manual,Second Owner,13,Toyota
3708,Hyundai Verna 1.6 VTVT,300000,40000,Petrol,Individual,Manual,First Owner,10,Hyundai
3709,Chevrolet Aveo U-VA 1.2,80000,110000,Petrol,Individual,Manual,Second Owner,15,Chevrolet
3710,Chevrolet Beat Diesel LT,215000,20000,Diesel,Individual,Manual,Third Owner,9,Chevrolet
3711,Hyundai EON Magna Plus,245000,14987,Petrol,Dealer,Manual,First Owner,10,Hyundai
3712,Ford EcoSport 1.5 TDCi Titanium BSIV,650000,25061,Diesel,Dealer,Manual,First Owner,6,Ford
3713,Ford Ecosport 1.5 Diesel Titanium,760000,42494,Diesel,Dealer,Manual,First Owner,5,Ford
3714,Honda Amaze S i-Dtech,395000,44875,Diesel,Dealer,Manual,First Owner,8,Honda
3715,Ford Figo Diesel EXI,280000,89741,Diesel,Dealer,Manual,Second Owner,8,Ford
3716,Honda Jazz 1.5 S i DTEC,495000,65000,Diesel,Dealer,Manual,First Owner,6,Honda
3717,Honda Jazz 1.5 VX i DTEC,525000,35000,Diesel,Dealer,Manual,First Owner,6,Honda
3718,Toyota Innova 2.5 GX 8 STR BSIV,420000,347089,Diesel,Dealer,Manual,First Owner,13,Toyota
3719,Tata New Safari DICOR 2.2 VX 4x2,210000,34500,Diesel,Individual,Manual,First Owner,12,Tata
3720,Hyundai i20 Active 1.2 S,650000,30000,Petrol,Individual,Manual,First Owner,4,Hyundai
3721,BMW 3 Series 320d Luxury Line,2300000,39000,Diesel,Individual,Automatic,First Owner,4,BMW
3722,Ford Freestyle Titanium Plus Diesel BSIV,525000,16000,Diesel,Individual,Manual,First Owner,3,Ford
3723,Maruti Wagon R LXI CNG,195000,80000,CNG,Individual,Manual,Second Owner,12,Maruti
3724,Maruti Ertiga SHVS VDI,650000,60000,Diesel,Individual,Manual,First Owner,6,Maruti
3725,Mahindra TUV 300 T6 Plus,540000,110000,Diesel,Individual,Manual,First Owner,7,Mahindra
3726,Maruti Alto 800 LXI,180000,61000,Petrol,Individual,Manual,First Owner,8,Maruti
3727,Mahindra Bolero Power Plus ZLX,750000,29000,Diesel,Individual,Manual,First Owner,5,Mahindra
3728,Maruti Ertiga SHVS ZDI Plus,980000,50000,Diesel,Individual,Manual,First Owner,4,Maruti
3729,Fiat Grande Punto EVO 90HP 1.3 Sport,250000,90000,Diesel,Individual,Manual,First Owner,8,Fiat
3730,Hyundai Grand i10 1.2 Kappa Sportz AT,550000,35000,Petrol,Individual,Automatic,First Owner,4,Hyundai
3731,Volkswagen Vento 1.6 Highline,509999,43000,Petrol,Individual,Manual,Second Owner,7,Volkswagen
3732,Maruti Alto K10 LXI,320000,50000,Petrol,Individual,Manual,First Owner,5,Maruti
3733,Hyundai EON D Lite,275000,25000,Petrol,Individual,Manual,First Owner,6,Hyundai
3734,Mahindra XUV500 W8 2WD,550000,222252,Diesel,Individual,Manual,First Owner,9,Mahindra
3735,Maruti Wagon R VXI Minor,145000,50000,Petrol,Individual,Manual,Second Owner,13,Maruti
3736,Fiat Grande Punto Emotion 90Hp,250000,80000,Diesel,Individual,Manual,First Owner,9,Fiat
3737,Hyundai Verna 1.6 SX,520000,35000,Diesel,Individual,Manual,First Owner,10,Hyundai
3738,Maruti Alto LXi,95000,85000,Petrol,Individual,Manual,Second Owner,15,Maruti
3739,Toyota Innova 2.5 V Diesel 7-seater,725000,110000,Diesel,Individual,Manual,Third Owner,11,Toyota
3740,Maruti 800 AC,55000,70000,Petrol,Individual,Manual,Second Owner,16,Maruti
3741,Honda City i DTEC VX,600000,100000,Diesel,Individual,Manual,First Owner,8,Honda
3742,Volkswagen Vento New Diesel Highline,330000,120000,Diesel,Individual,Manual,Second Owner,9,Volkswagen
3743,Maruti Swift Dzire VDI,470000,89000,Diesel,Individual,Manual,First Owner,7,Maruti
3744,Maruti Swift ZDi,365000,120000,Diesel,Individual,Manual,First Owner,9,Maruti
3745,Hyundai EON Magna Plus,250000,40000,Petrol,Individual,Manual,Second Owner,9,Hyundai
3746,Maruti Wagon R VXI BS IV,430000,17000,Petrol,Individual,Manual,First Owner,5,Maruti
3747,Maruti Swift VDI,400000,125000,Diesel,Individual,Manual,Second Owner,9,Maruti
3748,Maruti Swift Dzire ZXI,615000,110000,Petrol,Individual,Manual,Second Owner,7,Maruti
3749,Ford Figo Diesel Titanium,150000,120000,Diesel,Individual,Manual,Second Owner,11,Ford
3750,Ford Figo Diesel ZXI,240000,90000,Diesel,Individual,Manual,First Owner,8,Ford
3751,Mahindra Scorpio S10 7 Seater,800000,90000,Diesel,Individual,Manual,First Owner,8,Mahindra
3752,Hyundai EON LPG Magna Plus,240000,110000,LPG,Individual,Manual,First Owner,7,Hyundai
3753,Ford Ecosport 1.5 DV5 MT Titanium,600000,87000,Diesel,Individual,Manual,Second Owner,8,Ford
3754,Mahindra Scorpio LX,800000,15000,Diesel,Individual,Manual,First Owner,8,Mahindra
3755,Hyundai EON 1.0 Kappa Magna Plus,160000,70000,Petrol,Individual,Manual,First Owner,7,Hyundai
3756,Ford Fiesta Classic 1.6 Duratec CLXI,350000,38000,Petrol,Individual,Manual,First Owner,10,Ford
3757,Honda City 1.5 V MT,300000,64000,Petrol,Individual,Manual,Second Owner,11,Honda
3758,Tata Sumo Gold EX BSIII,399000,55250,Diesel,Individual,Manual,First Owner,7,Tata
3759,Mahindra Bolero DI,300000,110000,Diesel,Individual,Manual,First Owner,11,Mahindra
3760,Maruti A-Star AT VXI,150000,70000,Petrol,Individual,Automatic,First Owner,10,Maruti
3761,Chevrolet Cruze LTZ,320000,60000,Diesel,Individual,Manual,Third Owner,12,Chevrolet
3762,Tata Hexa XM,1280000,17000,Diesel,Individual,Manual,First Owner,4,Tata
3763,Renault KWID 1.0 RXT Optional,300000,13000,Petrol,Individual,Manual,Second Owner,5,Renault
3764,Nissan Terrano XL Plus ICC WT20 SE,1000000,60000,Diesel,Individual,Manual,First Owner,6,Nissan
3765,Mitsubishi Pajero Sport 4X4,1090000,120000,Diesel,Individual,Manual,Second Owner,10,Mitsubishi
3766,Tata New Safari DICOR 2.2 GX 4x2 BS IV,450000,97000,Diesel,Individual,Manual,Second Owner,10,Tata
3767,Tata Indica GLS BS IV,60000,130000,Petrol,Individual,Manual,Second Owner,15,Tata
3768,Maruti Swift Dzire ZXI,500000,50000,Petrol,Individual,Manual,First Owner,9,Maruti
3769,Tata Indigo CR4,200000,120000,Diesel,Individual,Manual,Second Owner,10,Tata
3770,Ford Ecosport 1.5 DV5 MT Titanium,650000,68000,Diesel,Individual,Manual,First Owner,7,Ford
3771,Maruti Alto LXi,60000,100000,Petrol,Individual,Manual,Second Owner,16,Maruti
3772,Maruti Ertiga VDI,250999,80000,Diesel,Individual,Manual,First Owner,9,Maruti
3773,Hyundai Accent Executive CNG,185000,67000,CNG,Dealer,Manual,Second Owner,10,Hyundai
3774,Maruti Alto K10 VXI,155000,60000,Petrol,Individual,Manual,First Owner,7,Maruti
3775,Maruti Swift VXI,600000,5000,Petrol,Individual,Manual,First Owner,3,Maruti
3776,Renault KWID RXE,300000,20000,Petrol,Individual,Manual,First Owner,6,Renault
3777,Hyundai Creta 1.6 E Plus,850000,12500,Petrol,Individual,Manual,First Owner,4,Hyundai
3778,Maruti Eeco CNG 5 Seater AC BSIV,470000,4000,CNG,Individual,Manual,First Owner,3,Maruti
3779,Ford Figo 1.2P Titanium MT,600000,25000,Petrol,Individual,Manual,First Owner,3,Ford
3780,Toyota Innova 2.5 G (Diesel) 7 Seater,700000,70000,Diesel,Individual,Manual,Second Owner,9,Toyota
3781,Maruti Wagon R LXI DUO BSIII,70000,162000,LPG,Individual,Manual,First Owner,15,Maruti
3782,Toyota Fortuner 3.0 Diesel,1250000,205000,Diesel,Individual,Manual,Second Owner,12,Toyota
3783,Audi A6 2.8 FSI,650000,70000,Petrol,Individual,Automatic,Third Owner,14,Audi
3784,Hyundai Xcent 1.2 CRDi S,450000,70000,Diesel,Individual,Manual,Second Owner,4,Hyundai
3785,Mahindra XUV500 W8 2WD,750000,100000,Diesel,Individual,Manual,Second Owner,8,Mahindra
3786,Toyota Innova 2.5 G (Diesel) 7 Seater,775000,70000,Diesel,Individual,Manual,Second Owner,9,Toyota
3787,Hyundai Santa Fe 4X4,800000,220000,Diesel,Individual,Manual,First Owner,11,Hyundai
3788,Honda Amaze E i-Vtech,360000,80000,Petrol,Individual,Manual,Second Owner,7,Honda
3789,Toyota Corolla Altis Diesel D4DG,250000,120000,Diesel,Individual,Manual,First Owner,12,Toyota
3790,Jeep Compass 2.0 Longitude Option BSIV,1490000,22038,Diesel,Individual,Manual,First Owner,5,Jeep
3791,Nissan Terrano XL 110 PS,600000,80000,Diesel,Individual,Manual,First Owner,9,Nissan
3792,Maruti Alto LX,120000,90000,Petrol,Individual,Manual,First Owner,12,Maruti
3793,Tata New Safari DICOR 2.2 EX 4x2,320000,140000,Diesel,Individual,Manual,Second Owner,10,Tata
3794,Mahindra Thar 4X2,400000,120000,Diesel,Individual,Manual,Second Owner,11,Mahindra
3795,Maruti Swift Dzire ZDI,302000,60000,Diesel,Individual,Manual,First Owner,7,Maruti
3796,Chevrolet Beat Diesel LT,130000,80000,Diesel,Individual,Manual,Second Owner,11,Chevrolet
3797,Maruti Swift Dzire LXI Option,150000,60000,Petrol,Individual,Manual,Second Owner,8,Maruti
3798,Tata Indica Vista Aura Plus 1.3 Quadrajet,200000,90000,Diesel,Individual,Manual,Second Owner,10,Tata
3799,Toyota Innova 2.5 G1 BSIV,950000,80000,Diesel,Individual,Manual,First Owner,10,Toyota
3800,Maruti Swift Vdi BSIII,120000,175000,Diesel,Individual,Manual,Second Owner,14,Maruti
3801,Mahindra XUV500 W7 BSIV,1400000,10000,Diesel,Individual,Manual,First Owner,3,Mahindra
3802,Hyundai i20 1.2 Asta Option,620000,65000,Petrol,Individual,Manual,First Owner,5,Hyundai
3803,Toyota Innova 2.5 GX 8 STR BSIV,449000,90000,Diesel,Individual,Manual,First Owner,10,Toyota
3804,Maruti Alto LXi,100000,70000,Petrol,Individual,Manual,First Owner,15,Maruti
3805,Hyundai Grand i10 1.2 Kappa Sportz BSIV,600000,2500,Petrol,Individual,Manual,First Owner,4,Hyundai
3806,Honda Amaze VX i-DTEC,700000,35000,Diesel,Individual,Manual,First Owner,6,Honda
3807,Chevrolet Beat Diesel LT,250000,40000,Diesel,Individual,Manual,First Owner,10,Chevrolet
3808,Maruti Baleno RS 1.0 Petrol,550000,63000,Petrol,Individual,Manual,First Owner,4,Maruti
3809,Skoda Superb Ambition 2.0 TDI CR AT,675000,88000,Diesel,Dealer,Automatic,First Owner,9,Skoda
3810,Nissan Terrano XL Plus 85 PS,530000,55000,Diesel,Dealer,Manual,First Owner,7,Nissan
3811,Chevrolet Enjoy TCDi LT 7 Seater,325000,71014,Diesel,Dealer,Manual,First Owner,8,Chevrolet
3812,Renault Scala Diesel RxL,370000,60000,Diesel,Dealer,Manual,First Owner,7,Renault
3813,Skoda Rapid 1.5 TDI Ambition,360000,70000,Diesel,Individual,Manual,First Owner,8,Skoda
3814,Skoda Superb LK 1.8 TSI AT,650000,60000,Petrol,Dealer,Automatic,First Owner,10,Skoda
3815,Ford Fiesta 1.5 TDCi Titanium,199000,92000,Diesel,Dealer,Manual,Third Owner,10,Ford
3816,Mahindra Quanto C6,285000,89126,Diesel,Individual,Manual,First Owner,8,Mahindra
3817,Volkswagen Jetta 1.9 TDI Comfortline DSG,260000,134000,Diesel,Individual,Automatic,First Owner,13,Volkswagen
3818,Maruti Ciaz 1.4 AT Zeta,869999,15000,Petrol,Dealer,Automatic,First Owner,3,Maruti
3819,Hyundai Grand i10 1.2 CRDi Magna,425000,42500,Diesel,Dealer,Manual,First Owner,6,Hyundai
3820,Chevrolet Cruze LTZ AT,490000,42000,Diesel,Dealer,Automatic,First Owner,10,Chevrolet
3821,Mahindra XUV500 AT W8 FWD,750000,70000,Diesel,Individual,Automatic,Second Owner,7,Mahindra
3822,Honda City 1.5 EXI,125000,110000,Petrol,Individual,Manual,Third Owner,18,Honda
3823,Fiat Linea 1.3 Emotion,221000,131365,Diesel,Individual,Manual,First Owner,8,Fiat
